scenario,total_images,total_detected_fruits,total_future_production_before_disease_kg,total_future_disease_loss_kg,total_future_production_after_disease_kg,total_current_harvest_ready_before_disease_kg,total_current_harvest_ready_disease_loss_kg,total_current_harvest_ready_after_disease_kg,avg_disease_loss_factor,avg_disease_loss_pct,avg_composite_disease_index,avg_detection_confidence,future_disease_loss_pct_calculated,total_future_production_before_disease_tonnes,total_future_disease_loss_tonnes,total_future_production_after_disease_tonnes
Base,1308,19953,291.33258088,82.31276955275001,209.01981132725,191.15129880000003,57.861351790000015,133.28994701000002,0.2951987767584098,29.519877675840977,56.8699091856679,0.775608726481888,28.253884033195263,0.29133258088,0.08231276955275,0.20901981132725
Conservative,1308,19953,178.22058952499998,50.28173803125,127.93885149375,132.5045007,40.034959965,92.469540735,0.2951987767584098,29.519877675840977,56.8699091856679,0.775608726481888,28.21320374108442,0.17822058952499997,0.05028173803125,0.12793885149375
Optimistic,1308,19953,443.538879355,125.44960996425,318.08926939075,260.4167709,78.93491963500001,181.48185126500002,0.2951987767584098,29.519877675840977,56.8699091856679,0.775608726481888,28.283791072990137,0.443538879355,0.12544960996425,0.31808926939075
